AirportId,AirportName,LatD,LatM,LatS,LongD,LongM,LongS
80D,"CLARE COUNTY",44,03,08.2087,-084,48,47.2891
5Y0,"HARRISVILLE",44,40,05.6000,-083,18,18.4000
Z92,"HARSENS ISLAND",42,35,21.9050,-082,34,32.2450
HD6,"HARSENS ISLAND",42,35,32.0200,-082,34,19.0200
C04,"OCEANA COUNTY",43,38,29.8850,-086,19,44.6355
9D9,"HASTINGS",42,39,48.7713,-085,20,46.3492
1MI4,"ERNIE'S FIELD",43,25,18.9000,-084,11,41.1600
5Y1,"ALBERT J LINDBERG",46,02,09.0590,-084,25,11.1290
3MI6,"HIGHLAND",42,39,25.1090,-083,39,00.7990
13D,"PONDEROSA",42,37,45.0000,-083,40,59.1000
Y95,"HILLMAN",45,04,58.5424,-083,56,02.4890
MI49,"HILLSDALE HOSPITAL",41,54,41.7000,-084,37,58.8000
JYM,"HILLSDALE MUNI",41,55,16.6900,-084,35,12.1150
BIV,"WEST MICHIGAN RGNL",42,44,34.0000,-086,06,28.2000
HLM,"PARK TOWNSHIP",42,47,45.2810,-086,09,43.1530
5MI8,"LAKESIDE",42,40,18.1200,-084,29,17.9100
HTL,"ROSCOMMON COUNTY - BLODGETT MEMORIAL",44,21,35.5285,-084,40,10.1389
5Y2,"HOUGHTON LAKE STATE",44,19,45.0580,-084,47,30.1030
OZW,"LIVINGSTON COUNTY SPENCER J HARDY",42,37,45.9400,-083,58,55.8950
MI27,"HAIGH",42,36,45.1150,-083,51,14.8140
1MI5,"MCKENZIE'S LANDING",42,36,11.0000,-083,51,35.0000
13M,"AERONUT PARK",42,36,15.0000,-083,51,31.0000
MI36,"JOHNSTON FIELD",42,36,33.0000,-083,48,50.0000
4Y1,"RAETHER",42,33,54.7000,-083,51,22.6500
1MI8,"VLACHOS ACRES",44,50,48.0400,-083,38,12.9300
MI82,"HARRY'S FIELD",42,52,35.0880,-085,57,20.1420
0MI6,"YOUNG'S",46,23,15.0410,-085,11,02.3330
98MI,"L & L",42,09,48.0000,-083,20,43.0000
MI12,"RADO'S CROSSING",41,54,19.9800,-083,37,55.2400
Y65,"CALVIN CAMPBELL MUNI",45,24,30.0420,-084,36,00.1280
Y88,"GREEN LAKE",44,36,20.5349,-085,45,24.4444
Y70,"IONIA COUNTY",42,56,16.5403,-085,03,38.0629
IMT,"FORD",45,49,06.1000,-088,06,52.4000
MI92,"LILIENTHAL",45,55,57.8300,-088,05,53.4700
Y73,"STAMBAUGH",46,04,43.5500,-088,38,07.7700
IWD,"GOGEBIC-IRON COUNTY",46,31,38.9000,-090,07,53.0000
MI16,"GRAND VIEW HEALTH SYSTEM CAMPUS",46,28,52.0000,-090,06,19.0000
M61,"EDWARD F JOHNSON",46,20,42.7870,-087,47,18.4850
MI04,"AIRBORN PARAFLITE",43,18,32.5813,-084,38,38.3769
JXN,"JACKSON COUNTY-REYNOLDS FIELD",42,15,37.5000,-084,27,37.6000
06MI,"HENRY FORD ALLEGIANCE HEALTH",42,15,04.0000,-084,23,29.0000
5MI7,"WILLIAMS FIELD",42,21,39.8500,-084,25,29.3500
08C,"RIVERVIEW",42,56,12.2015,-085,48,20.7095
4N0,"NEWMAN'S",42,17,20.1350,-085,45,00.0380
66MI,"EAST LAKE",42,13,42.1560,-085,29,04.0020
5MI5,"BORGESS MEDICAL CENTER",42,18,30.4038,-085,33,38.0597
9MI9,"BRONSON METHODIST HOSPITAL",42,17,13.1600,-085,34,50.0200
AZO,"KALAMAZOO/BATTLE CREEK INTL",42,14,03.8000,-085,33,05.6000
Y89,"KALKASKA CITY",44,43,30.6600,-085,12,11.2500
24M,"WILDERNESS AIRPARK",43,14,41.0870,-085,42,42.1520
15W,"DENNIS FARMS",42,53,39.9000,-084,23,32.0000
07MI,"SCOTT AIRSTRIP",43,51,51.0810,-085,01,26.1080
Y91,"HOME ACRES SKY RANCH",44,19,13.0360,-085,10,16.1560
3MI0,"DOSS FIELD",43,56,13.0730,-085,01,19.1120
D15,"LAKE ISABELLA - CAL BREWER MEMORIAL",43,38,40.1020,-084,58,55.0860
13C,"LAKEVIEW-GRIFFITH FIELD",43,27,08.1000,-085,15,52.7000
DUH,"TOLEDO SUBURBAN",41,44,09.1500,-083,39,20.7500
LAN,"CAPITAL REGION INTL",42,46,43.1000,-084,35,10.3000
09MI,"MICHIGAN NATIONAL GUARD HEADQUARTERS",42,42,29.1260,-084,33,38.9240
65MI,"JET PAD",42,40,50.0000,-084,31,36.0000
08MI,"SPARROW HOSPITAL",42,44,04.0000,-084,32,09.0000
MI34,"INGHAM MEDICAL HELISTOP",42,42,10.1260,-084,33,10.9230
D95,"DUPONT-LAPEER",43,03,59.3000,-083,16,17.6000
4MI2,"MCLAREN LAPEER REGION",43,03,49.2600,-083,19,15.7200
MI31,"CORNISH FIELD",42,06,05.5200,-085,50,16.2600
8M8,"EAGLE II",44,48,23.5000,-084,16,34.3000
7MI,"FLUGPLATZ",43,20,30.2750,-082,32,53.8250
3L7,"MILWRICK FLYING M",44,44,18.0440,-083,22,46.8920
9G2,"PRICES",42,48,27.4000,-083,46,08.3000
MI35,"CLAUCHERTY",42,04,40.1630,-084,49,44.8840
2MI2,"ST MARY MERCY HOSPITAL",42,23,32.0000,-083,24,18.0000
6MI9,"JR NORTH",44,24,55.0590,-083,55,44.9710
24C,"LOWELL CITY",42,57,14.1120,-085,20,38.0610
26MI,"VAN STRIEN COMPANY",42,55,26.1120,-085,22,41.0630
LDM,"MASON COUNTY",43,57,45.1000,-086,24,28.5000
3MI4,"MEMORIAL MEDICAL CENTER",43,57,28.0000,-086,25,42.0000
95MI,"EVAD ENTERPRISES LLC",44,05,13.2930,-085,43,50.6695
5Y4,"LOST CREEK",44,39,36.0530,-084,14,15.0430
MCD,"MACKINAC ISLAND",45,51,53.9400,-084,38,13.5400
MI70,"CARL'S",42,04,16.1530,-083,53,00.7890
D90,"MANCELONA MUNI",44,55,30.0230,-085,04,00.1880
75G,"ROSSETTIE",42,11,42.3500,-084,01,51.1000
MBL,"MANISTEE CO-BLACKER",44,16,20.9000,-086,14,48.8000
ISQ,"SCHOOLCRAFT COUNTY",45,58,28.7000,-086,10,18.6000
67MI,"KEENUM",41,59,52.3500,-085,51,12.5400
76G,"MARINE CITY",42,43,16.9650,-082,35,46.5150
59MI,"JANSKI",42,41,30.1100,-082,33,26.6700
20MI,"HAWKS LANDING",42,42,53.8400,-082,35,11.0900
MI37,"WENNING LANDING AREA",42,45,20.1170,-082,33,29.6890
77G,"MARLETTE",43,18,42.6000,-083,05,27.3000
1MI9,"SOUTHFORK",46,28,19.7700,-087,21,00.5000
SAW,"SAWYER INTL",46,21,13.1000,-087,23,43.3000
RMY,"BROOKS FIELD",42,15,04.2954,-084,57,19.5995
TEW,"MASON JEWETT FIELD",42,33,56.8000,-084,25,23.5000
MI38,"EICHMEIER FIELD",42,36,08.1280,-084,25,34.9030
29MI,"SAWYER FIELD",42,36,00.1290,-084,26,59.9050
MI73,"POTATO POND",42,36,04.7442,-084,24,02.8584
8MI3,"MATTAWAN AIRPARK",42,11,50.1600,-085,48,22.2700
60MI,"MAYBEE",42,02,29.1500,-083,34,00.7600
MI71,"SILVER LAKE",43,38,40.0240,-086,27,10.2790
27C,"MECOSTA MORTON",43,37,48.1667,-085,15,41.3617
2MI9,"CAPEN",43,37,27.0950,-085,19,04.1360
0C5,"CANADIAN LAKES",43,34,37.2400,-085,17,02.4000
MNM,"MENOMINEE-MARINETTE TWIN COUNTY",45,07,36.0770,-087,38,18.7546
91MI,"MCHELIPAD",42,44,56.0000,-085,28,37.0000
IKW,"JACK BARSTOW",43,39,46.5000,-084,15,40.7000
MI09,"MILAN",42,03,00.1550,-083,44,24.7810
1MI6,"TRUDEAU",42,05,16.5300,-083,45,55.8700
9MI5,"GRASS ROOTS",43,14,16.0890,-083,31,27.8350
6MI1,"JENSEN FIELD",43,15,47.0880,-083,33,49.8420
51M,"OSCODA COUNTY DENNIS KAUFFMAN MEMORIAL",44,40,29.4000,-084,07,19.3500
TTF,"CUSTER",41,56,23.6000,-083,26,04.8000
MI54,"HELIFARM",41,47,37.0000,-083,32,17.0000
58MI,"MERCY MEMORIAL HOSPITAL",41,55,26.8100,-083,23,20.1900
6Y0,"MOORESTOWN AIRPARK",44,27,45.0430,-084,59,45.1480
MTC,"SELFRIDGE ANGB",42,36,50.0170,-082,50,12.8750
MOP,"MOUNT PLEASANT MUNI",43,37,17.9000,-084,44,14.3000
MI44,"D J",43,40,20.1040,-084,44,12.0480
1MI7,"MIDMICHIGAN HEALTH PARK",43,36,55.0000,-084,45,02.0000
44MI,"AIRBATCO FIELD",42,46,25.1240,-084,53,59.9750
5Y7,"HANLEY FIELD",46,21,14.8200,-086,37,15.5650
MKG,"MUSKEGON COUNTY",43,10,03.6182,-086,14,07.5794
8MI6,"MUSKEGON GENERAL HOSPITAL",43,14,19.6700,-086,12,12.9400
MI17,"HACKLEY HOSPITAL EMERGENCY",43,13,25.9300,-086,14,31.3500
MI42,"B C COBB",43,15,18.0520,-086,14,18.2120
36MI,"MERCY GENERAL HEALTH PARTNERS",43,12,23.3800,-086,12,25.9100
3NP,"NAPOLEON",42,10,15.6137,-084,15,33.5114
26W,"WOLF LAKE",42,12,35.0000,-084,13,54.0000
6H4,"VAN WAGNEN",42,09,20.7500,-084,20,03.5500
61MI,"BAYVIEW",42,40,54.1100,-082,44,56.7000
ERY,"LUCE COUNTY",46,18,39.6000,-085,27,25.8000
Y47,"OAKLAND SOUTHWEST",42,30,11.2210,-083,37,25.3800
MI53,"MILLS FIELD",42,00,33.1610,-083,15,29.7460
9MI2,"NEWPORT WOODS",41,59,16.2600,-083,18,27.4500
3TR,"JERRY TYLER MEMORIAL",41,50,09.2000,-086,13,30.6000
31MI,"RENTZ",41,46,47.1720,-086,10,38.0230
MI22,"CRUMP",41,52,25.1680,-086,12,10.0370
MI86,"MIDGET",43,20,33.0000,-086,11,13.0000
5D5,"WOOLSEY MEMORIAL",45,09,51.7646,-085,34,31.7969
3MI2,"SOUTH FOX ISLAND",45,23,56.9800,-085,49,48.2900
6Y3,"NORTH FOX ISLAND",45,28,56.1700,-085,46,49.5200
6MI4,"GUARDIAN INDUSTRIES",42,27,00.1250,-083,28,11.7670
7MI0,"KAMIKAZE RUN",42,30,50.1210,-083,29,21.7710
9MI7,"GLEN OAKS",42,29,24.1230,-083,27,54.7670
63MI,"PROVIDENCE HOSPITAL",42,29,10.4000,-083,31,12.2600
3MI3,"ZAYTI  FIELD",42,26,24.8000,-083,30,57.1000
33C,"JABLONSKI",43,04,56.0700,-086,05,41.1800
5N7,"HAT FIELD",43,05,49.8860,-086,05,40.6270
52MI,"SIX C'S",42,43,17.9600,-083,10,53.7100
7MI6,"WIGHTMAN",43,06,37.0960,-084,07,34.9000
1MI3,"BLACK RIVER RANCH",45,11,45.0440,-084,19,18.0540
11J,"GORILLA",42,25,30.0000,-084,34,40.9000
Y96,"LEO E GOETZ COUNTY",45,22,15.0430,-084,13,30.0520
OGM,"ONTONAGON COUNTY - SCHUSTER FIELD",46,50,43.7000,-089,22,01.5000
7MI1,"MC PHAIL",42,34,20.1180,-083,23,39.7690
21MI,"ADAMS",42,34,20.1190,-083,23,27.7680
MI45,"ED SCHULTE'S PLACE",42,48,29.1030,-083,27,06.7970
3MI7,"WILLIE RUN",42,49,45.1050,-083,22,06.7920
OSC,"OSCODA-WURTSMITH",44,27,05.5000,-083,23,39.0000
RNP,"OWOSSO COMMUNITY",42,59,34.6648,-084,08,18.5461
7MI4,"HEMI ACRES",43,02,28.2000,-084,17,51.7000
37MI,"HANDLEMAN SKY RANCH",42,51,10.1070,-083,13,39.7820
2H4,"TRIPLE H",42,21,55.5500,-085,33,20.4900
MI26,"CLOUD NINE EAST",42,33,04.1200,-084,05,53.8400
2C5,"ALMENA",42,15,10.7450,-085,51,05.9550
PLN,"PELLSTON RGNL AIRPORT OF EMMET COUNTY",45,34,15.3000,-084,47,48.2000
MI47,"DYSINGER",42,48,30.1150,-084,11,24.8810
7MI5,"LADA",41,53,15.1680,-083,40,35.7750
MI48,"HAM-A-LOT FIELD",41,50,00.1720,-083,40,59.7750
88G,"GRADOLPH FLD",41,55,11.1660,-083,44,05.7790
4MI1,"AIR RAHE",41,49,50.1720,-083,41,14.7750
96MI,"DICK HUVAERE'S HELIPORT",45,23,44.1000,-084,52,27.6000
52I,"GROSS",43,50,48.8000,-084,00,41.0000
61D,"PLAINWELL MUNI",42,28,04.0553,-085,38,52.9659
1D2,"CANTON-PLYMOUTH-METTETAL",42,20,53.3525,-083,27,22.8255
MI79,"EXECUTIVE",42,20,53.0000,-083,27,14.0000
51MI,"CASS LAKE-COVE ISLAND",42,36,58.1170,-083,21,21.7710
PTK,"OAKLAND COUNTY INTL",42,39,56.2903,-083,25,13.8203
83MI,"ST. JOSEPH MERCY OAKLAND-BASSETT STREET HELIPAD",42,36,43.6000,-083,16,33.1000
29C,"GRINDSTONE AIR HARBOR",44,02,48.4000,-082,54,51.9000
PHN,"ST CLAIR COUNTY INTL",42,54,39.5000,-082,31,43.9000
73MI,"MCLAREN PORT HURON",42,59,12.6000,-082,25,45.0000
M86,"WALLE FIELD",42,28,15.1090,-086,07,38.1070
49MI,"CUB LANDING CENTER",45,09,38.4600,-083,44,27.4200
3MI9,"NESS LANDING",45,54,14.0000,-086,58,13.0000
57D,"RAY COMMUNITY",42,44,12.3056,-082,53,19.8152
RCT,"NARTRON FIELD",43,54,00.0590,-085,31,00.1820
33MI,"SPECTRUM HEALTH REED CITY HOSPITAL",43,52,43.0900,-085,31,11.4500
MI99,"ROBERTSON FIELD",42,48,02.5800,-082,39,33.7600
MI33,"ADAIR AIRSTRIP",42,47,30.6850,-082,39,20.6950
75MI,"NORTON FIELD",42,58,17.0000,-082,50,52.0000
0MI1,"LAWLER HELIPORT",42,44,56.6500,-083,07,13.4700
5MI9,"MC PHAIL CORPORATION",42,39,37.1170,-083,09,19.7570
6Y4,"VAN EFFEN FLD",46,03,07.3900,-087,15,29.5400
35C,"WELLS",43,07,42.1010,-085,30,19.1060
PZQ,"PRESQUE ISLE COUNTY",45,24,25.5000,-083,48,46.3000
MI57,"EAGLE",42,47,35.0000,-083,01,34.0000
D98,"ROMEO STATE",42,47,46.8030,-082,58,27.3360
3RC,"ROSCOMMON CONSERVATION",44,28,24.2784,-084,34,00.5540
32MI,"WILLIAM BEAUMONT HOSPITAL",42,31,00.0300,-083,11,34.7500
4MI5,"BPS",43,00,25.1000,-082,36,04.7100
HYX,"SAGINAW COUNTY H W BROWNE",43,26,00.1000,-083,51,44.3000
10MI,"ST MARY'S HOSPITAL",43,25,32.8500,-083,56,22.4600
MBS,"MBS INTL",43,31,58.5000,-084,04,46.7000
5Y5,"DAVID'S LANDING",42,47,52.0000,-082,32,11.3000
MI41,"CRYSTAL",42,49,54.1130,-082,32,04.6940
6Y6,"ST HELEN",44,22,04.8125,-084,24,07.7600
83D,"MACKINAC COUNTY",45,53,29.2000,-084,44,17.3000
3S5,"SCHIFFER ACRES",43,02,09.1060,-084,26,01.9320
MI28,"ARCHER MEMORIAL FIELD",42,54,25.1150,-084,28,19.9250
82MI,"RANDOLPH'S LANDING AREA",43,06,45.1100,-084,31,14.9590
97G,"GLOWACKI",43,00,00.1150,-084,35,44.9530
39T,"TRIPP CREEK",43,03,53.1100,-084,29,20.9460
68MI,"SALINE",42,08,47.0000,-083,47,31.0000
96G,"COWLEY FIELD",43,22,32.6000,-082,49,07.8000
Y83,"SANDUSKY CITY",43,27,20.2600,-082,50,30.4200
ANJ,"SAULT STE MARIE MUNI/SANDERSON FIELD",46,28,45.2000,-084,22,06.2000
CIU,"CHIPPEWA COUNTY INTL",46,15,02.7000,-084,28,20.6000
7MI2,"SOUTHWEST LAKES AIRPARK",41,53,27.0000,-086,35,18.1000
MI89,"PERRY",42,08,55.1540,-085,39,10.0060
4MI4,"WHITCOMB FIELD",42,10,41.1500,-085,40,15.0120
P97,"PRAIRIE RONDE",42,07,25.5000,-085,42,37.0000
98G,"SEBEWAING",43,43,46.2332,-083,27,49.0208
MI13,"MINIKEY",43,09,42.0000,-085,03,42.0000
6Y9,"PRICKETT-GROOMS FLD",46,30,31.1500,-088,42,21.0500
11G,"JOHNSON FIELD",42,55,16.1070,-082,35,07.7090
3MI8,"BENDIX",42,28,50.1270,-083,14,51.7460
5MI6,"TV2",42,27,38.1280,-083,13,02.0000
LWA,"SOUTH HAVEN AREA RGNL",42,21,04.7991,-086,15,20.6770
MI46,"HELIFLITE",42,29,14.1210,-083,39,06.7820
78MI,"CARLS",42,02,26.1580,-083,18,12.7490
8D4,"PAUL C MILLER-SPARTA",43,07,38.7752,-085,40,44.8665
34MI,"DE WITT PROPERTY",43,06,01.0620,-086,13,24.1950
38C,"CAIN FIELD",43,35,54.5000,-085,29,32.9000
8MI7,"BASS LAKE",46,09,42.8620,-086,29,03.5490
IRS,"KIRSCH MUNI",41,48,47.8354,-085,26,20.2586
MI58,"STONY ACRES",42,45,16.1240,-085,01,42.9910
C43,"HIRAM CURE",42,46,12.1150,-084,57,53.8470
05MI,"OAKWOOD HERITAGE HOSPITAL",42,14,11.0000,-083,16,35.0000
3TE,"AL MEYERS",42,01,30.3713,-083,56,21.4855
34G,"MERILLAT",41,58,30.1620,-083,55,30.7890
2T7,"VAN CAMP'S",42,01,09.2400,-083,50,55.1400
93MI,"HERRICK MEMORIAL HOSPITAL",42,00,06.2400,-083,56,16.8300
22T,"TECUMSEH MILLS",42,02,01.8551,-083,52,42.0727
7Y2,"THOMPSONVILLE",44,31,04.0606,-085,58,14.0442
23MI,"BETSIE RIVER AIRSTRIP",44,34,25.0040,-085,53,20.2930
4MI6,"BENEDICK",41,51,28.1530,-086,36,52.0820
HAI,"THREE RIVERS MUNI DR HAINES",41,57,35.1000,-085,35,35.0000
Y30,"PBEAAYE",45,31,52.0390,-084,33,25.1340
TVC,"CHERRY CAPITAL",44,44,29.7000,-085,34,54.4000
Y04,"SUGAR LOAF RESORT",44,54,44.9930,-085,48,50.3100
22MI,"MUNSON MEDICAL CENTER",44,45,33.9500,-085,38,40.3300
4M0,"LAKE ANN AIRWAY ESTATES",44,41,46.1500,-085,54,50.5750
MI94,"TC HELICOPTER",44,44,40.2500,-085,45,00.4000
0MI8,"OAKWOOD SOUTHSHORE MEDICAL CENTER",42,06,57.5100,-083,12,52.8100
VLL,"OAKLAND/TROY",42,32,34.6000,-083,10,40.4000
MI90,"BALDWIN LAKE",41,47,25.1770,-085,50,19.9880
64MI,"TI",42,39,53.0000,-083,00,44.0000
9MI8,"JOTT",42,39,39.1170,-082,59,46.7380
2MI8,"VASSAR FIELD",43,20,36.0840,-083,32,06.8420
27MI,"MILLER FIELD",43,22,22.0830,-083,29,11.8370
7MI8,"LETTS FIELD",43,20,21.0000,-083,28,34.0000
35MI,"LAW FIELD",42,38,02.1280,-084,59,08.9780
7MI3,"THRALL LAKE",42,07,00.1650,-085,30,59.9870
72MI,"NORTHWOODS",46,17,10.4000,-089,16,41.1000
40C,"WATERVLIET MUNI",42,12,00.1370,-086,15,00.0800
MI87,"LAKELAND HOSPITAL WATERVLIET",42,11,05.4100,-086,15,01.9600
41C,"CALKINS FIELD",42,41,30.1140,-085,38,45.0790
46MI,"CLOUD NINE WEST",42,32,46.0000,-084,07,40.0000
D11,"OJIBWA AIRPARK",43,43,12.0970,-085,00,10.0960
MI59,"CASS",42,36,03.7200,-083,23,39.0000
Y31,"WEST BRANCH COMMUNITY",44,14,41.3260,-084,10,47.3135
89MI,"PEACH LAKE",44,17,28.0000,-084,10,32.0000
3F5,"FOREST HILL",42,54,38.6000,-084,40,30.0000
42C,"WHITE CLOUD",43,33,35.4500,-085,46,26.9500
MI29,"GOODING",42,22,35.1290,-083,47,33.7920
89Y,"MAIDENS",42,44,01.9000,-084,19,19.6000
86MI,"DOWNWIND ACRES",42,09,10.1470,-083,34,02.7720
53W,"WOODRUFF LAKE",43,33,16.1000,-084,58,42.8000
MI61,"HENRY FORD WYANDOTTE HOSPITAL",42,12,33.8700,-083,08,38.7200
D20,"YALE",43,06,45.0940,-082,47,14.7460
48G,"GAVAGAN FLD",43,06,12.4000,-082,53,24.8000
4Y8,"PARA FIELD",43,12,08.0800,-082,45,14.0000
9MI0,"C M H S",42,15,52.1370,-083,39,14.7800
6MI3,"CURT'S PLACE",42,45,47.0920,-085,58,58.1340
85MI,"DEWIND FIELD",42,55,56.4000,-086,00,49.8000
6MI7,"J P'S FIELD",42,48,22.0900,-085,56,03.1300
Z98,"OTTAWA EXECUTIVE",42,49,02.0920,-085,55,41.1320
MN01,"HAMMARS FARM",47,16,59.8850,-096,37,01.2600
D00,"NORMAN COUNTY ADA/TWIN VALLEY",47,15,37.6830,-096,24,00.9500
7MN7,"ESSENTIAL HEALTH - ADA",47,17,54.1600,-096,31,50.4200
MY30,"COMPRESSOR STATION 2207",47,14,24.8790,-096,31,32.2500
MY35,"WALKER FIELD",44,55,51.9800,-092,48,45.0800
AIT,"AITKIN MUNI-STEVE KURTZ FIELD",46,32,54.4630,-093,40,35.8758
14MN,"RIVERWOOD HEALTHCARE CENTER",46,31,46.4700,-093,41,59.3400
1MN2,"HAY ACRES",46,56,18.0000,-094,45,25.3200
AEL,"ALBERT LEA MUNI",43,40,52.7313,-093,22,05.3341
30MN,"MAYO CLINIC HEALTH SYSTEM - ALBERT LEA",43,39,09.7100,-093,22,17.7100
AXN,"CHANDLER FIELD",45,51,58.7000,-095,23,40.8000
MY91,"DOUGLAS COUNTY HOSPITAL",45,52,27.4200,-095,22,27.7100
4MN7,"BURK",43,50,37.8460,-094,17,08.8690
2MY2,"ZARN",43,54,26.7000,-094,16,28.8000
MN06,"PULKRABEK PVT LNDG FLD",48,02,59.9090,-096,47,01.2360
3MN0,"SHADDUCK",45,17,32.0000,-094,05,41.0000
MN07,"ALLINA-MERCY HOSPITAL",45,11,01.6600,-093,22,13.6500
AQP,"APPLETON MUNI",45,13,39.0063,-096,00,16.3059
3MN3,"APPLETON MUNI HOSPITAL",45,12,00.9800,-096,00,27.4000
MN09,"CRYSTAL LAKE",44,43,19.8720,-093,16,00.7980
6MN1,"SIBLEY MEDICAL CENTER",44,36,40.1681,-094,05,05.0004
7MN6,"JOHNSON",48,20,33.9240,-096,52,51.2290
13MN,"MELBY",46,06,02.8570,-095,49,53.1800
67MN,"PAGEL'S FIELD",45,12,06.8680,-094,48,04.0100
05MN,"NORTHERN PINES MEDICAL CENTER",47,31,03.0000,-092,13,49.0000
AUM,"AUSTIN MUNI",43,39,45.5000,-092,55,58.5000
MN34,"ST OLAF HOSPITAL",43,40,30.9900,-092,58,36.6492
7Y3,"BACKUS MUNI",46,49,36.8530,-094,30,25.9930
7Y4,"BAGLEY MUNI",47,31,26.5125,-095,21,49.3650
5MN2,"HOILAND FIELD",47,23,44.8450,-095,22,03.0660
9MN3,"BARNESVILLE MUNI",46,39,54.8560,-096,26,28.2460
4MN2,"COOT LANDING",46,39,49.8510,-096,14,30.3260
9MN5,"JANSSEN",46,42,42.8530,-096,21,05.2370
68MN,"MATHEW PRIVATE FIELD",46,40,16.8560,-096,27,03.2480
94MN,"AG SPRAY INC",46,34,35.8570,-096,30,43.2540
00MN,"BATTLE LAKE MUNI",46,17,59.8570,-095,42,01.1670
BDE,"BAUDETTE INTL",48,43,42.4000,-094,36,43.9000
34MN,"LAKEWOOD HEALTH CENTER",48,42,23.0000,-094,36,06.8000
MY49,"ANDERSON",47,47,14.7390,-093,03,37.6480
MN79,"SCHROEDER",45,25,52.8770,-093,51,27.9110
7Y7,"A R S SPORT STRIP",44,39,35.0000,-093,46,43.5850
37MN,"NAGEL AND SCHULTZ",44,34,55.8680,-093,48,05.8650
BJI,"BEMIDJI RGNL",47,30,38.6000,-094,56,05.0000
38MN,"CHANDLER PERSONAL USE",47,24,39.8310,-094,46,20.9790
MN05,"JORDAN",47,35,49.8310,-094,50,48.9710
98MN,"UP YONDER",47,17,47.1200,-094,53,05.0300
MN13,"MOBERG AIR BASE",47,29,45.8260,-094,57,10.0110
96M,"MOBERG AIR BASE",47,29,58.8260,-094,56,43.0080
MY54,"CLOVERLEAF-EAST BEMIDJI",47,26,17.8290,-094,48,43.9840
BBB,"BENSON MUNI",45,19,54.9000,-095,39,02.1000
MN11,"LORENZ",45,17,59.8560,-095,32,42.1160
MN84,"BENSON",45,18,51.0000,-095,36,50.0000
7Y9,"BIG FALLS MUNI",48,12,01.8564,-093,45,44.5548
FOZ,"BIGFORK MUNI",47,47,02.1625,-093,39,03.5773
1MN3,"NORTHERN ITASCA HEALTH CARE CENTER",47,44,49.7400,-093,38,48.1500
0MN9,"TRIPLE H",45,18,47.7230,-093,43,03.3830
40MN,"TURNER FIELD",43,51,59.8450,-095,00,50.9620
7MN9,"MANDARIN YEN SO",44,51,24.8720,-093,18,35.8090
SBU,"BLUE EARTH MUNI",43,35,43.3000,-094,05,34.3000
MN14,"UNITED HOSPITAL DISTRICT",43,38,01.3380,-094,06,00.3550
2MN4,"CORNFIELD CANYON",43,35,54.4200,-094,15,10.4400
9Y0,"BOWSTRING",47,33,29.5944,-093,52,11.8359
MN17,"JACKSON FIELD",46,16,19.8800,-094,14,21.9900
MN18,"BARRETT",46,10,41.3720,-094,05,18.9660
BRD,"BRAINERD LAKES RGNL",46,24,15.2000,-094,08,01.7000
69MN,"YAGGIE PVT",46,16,39.8540,-096,25,46.2480
8MN3,"BREEZY POINT",46,35,45.0000,-094,13,12.0000
6D1,"BROOTEN MUNI/JOHN O BOHMER FIELD",45,29,49.3750,-095,06,15.1550
55MN,"BRITZ",45,51,47.0700,-094,08,02.1180
CFE,"BUFFALO MUNI",45,09,31.8000,-093,50,35.9000
1MN1,"FAIRVIEW RIDGES HOSPITAL",44,44,50.3500,-093,16,22.0100
CHU,"HOUSTON COUNTY",43,35,46.8910,-091,30,14.2070
CBG,"CAMBRIDGE MUNI",45,33,26.9795,-093,15,51.0610
2MY3,"CAMBRIDGE MEDICAL CENTER",45,33,55.6200,-093,13,52.9000
9MN1,"TROLL FARM",45,36,41.8640,-093,11,50.8040
RYM,"RAY S MILLER AAF",46,05,23.9220,-094,21,35.5100
CNB,"MYERS FIELD",44,43,46.2000,-096,15,57.7000
91MN,"SANFORD CANBY MEDICAL CENTER",44,42,26.6500,-096,16,44.3600
70MN,"HARRY-WALT",45,21,06.8720,-093,14,45.8200
MN20,"RUNKE'S FIELD",44,54,37.8630,-094,34,16.9640
MY80,"ROSENBERG",43,31,19.8410,-094,34,56.9210
MN04,"LAKE PIERSON",44,50,04.5400,-093,42,00.6800
MN21,"RILEYS LANDING",44,49,59.8660,-093,32,00.8360
08MN,"CHRISTENSON POINT",47,40,09.7460,-093,03,16.0000
MN24,"SURFSIDE",45,08,59.8780,-093,07,00.8000
66MN,"HOWARD'S",44,58,37.8515,-095,25,22.0650
8Y5,"CLARISSA MUNI",46,06,46.8700,-094,54,24.0830
8Y6,"LEADERS CLEAR LAKE",45,26,39.8760,-093,58,15.9300
2MY4,"MILLER",45,26,01.9300,-093,56,55.3700
5MN4,"SEVEN HILLS",45,24,45.0750,-094,04,35.9420
COQ,"CLOQUET CARLTON COUNTY",46,42,04.0000,-092,30,12.8000
MY94,"COUNTRY HAVEN",46,45,09.0000,-092,25,09.0000
MY52,"TURKEY TRACK",44,43,06.8790,-093,02,38.7680
CQM,"COOK MUNI",47,49,19.5000,-092,41,25.9000
1MN6,"COOK HOSPITAL",47,51,09.5400,-092,40,44.4600
01MN,"BARNES",47,53,58.6960,-092,33,26.6020
42MN,"KRAL'S PERSONAL USE LANDING FIELD",45,05,02.8690,-093,33,51.8500
MN28,"LUX STRIP",44,58,58.8630,-094,44,52.9870
